ID,Title,Authors,Abstract,Keywords,Journal,Publication_Date,Year,DOI,URL,Source,Country,Language
journals/corr/abs-2401-00832,Taking the Next Step with Generative Artificial Intelligence: The Transformative Role of Multimodal Large Language Models in Science Education.,Arne Bewersdorff;Christian Hartmann 0005;Marie Hornberger;Kathrin Seßler;Maria Bannert;Enkelejda Kasneci;Gjergji Kasneci;Xiaoming Zhai;Claudia Nerdel,,,CoRR,,2024,10.48550/ARXIV.2401.00832,https://doi.org/10.48550/arXiv.2401.00832,DBLP,,
journals/aiethics/GangulyJAM25,Generative artificial intelligence for academic research: evidence from guidance issued for researchers by higher education institutions in the United States.,Amrita Ganguly;Aditya Johri;Areej Ali;Nora McDonald,,,AI Ethics,,2025,10.1007/S43681-025-00688-7,https://doi.org/10.1007/s43681-025-00688-7,DBLP,,
https://openalex.org/W4391901128,"Inadequacies of Large Language Model Benchmarks in the Era of Generative
  Artificial Intelligence",Timothy R. McIntosh;Teo Sušnjak;Tong Liu;Paul Watters;Malka N. Halgamuge,Abstract available,,arXiv (Cornell University),,2024,10.48550/arxiv.2402.09880,http://arxiv.org/pdf/2402.09880,OPENALEX,,
journals/iotj/ZhongMJL25,Enabling Distributed Generative Artificial Intelligence in 6G: Mobile-Edge Generation.,Ruikang Zhong;Xidong Mu;Mona Jaber;Yuanwei Liu,,,IEEE Internet Things J.,,2025,10.1109/JIOT.2024.3493611,https://doi.org/10.1109/JIOT.2024.3493611,DBLP,,
journals/corr/abs-2402-16139,What Generative Artificial Intelligence Means for Terminological Definitions.,,,,CoRR,,2024,10.48550/ARXIV.2402.16139,https://doi.org/10.48550/arXiv.2402.16139,DBLP,,
journals/eait/ZhuLZ25,Exploring the impact of generative artificial intelligence on students&apos; learning outcomes: a meta-analysis.,Yinkun Zhu;Qiwen Liu;Li Zhao,,,Educ. Inf. Technol.,,2025,10.1007/S10639-025-13420-Z,https://doi.org/10.1007/s10639-025-13420-z,DBLP,,
conf/sigcse/LiuZLHTM24,Teaching CS50 with AI: Leveraging Generative Artificial Intelligence in Computer Science Education.,Rongxin Liu;Carter Zenke;Charlie Liu;Andrew Holmes;Patrick Thornton;David J. Malan,,,SIGCSE,,2024,10.1145/3626252.3630938,https://doi.org/10.1145/3626252.3630938,DBLP,,
journals/corr/abs-2310-13006,Software Metadata Classification based on Generative Artificial Intelligence.,Seetharam Killivalavan;Durairaj Thenmozhi,,,CoRR,,2023,10.48550/ARXIV.2310.13006,https://doi.org/10.48550/arXiv.2310.13006,DBLP,,
conf/icws/BeheshtiYSBCDMZX23,ProcessGPT: Transforming Business Process Management with Generative Artificial Intelligence.,Amin Beheshti;Jian Yang 0001;Quan Z. Sheng;Boualem Benatallah;Fabio Casati;Schahram Dustdar;Hamid Reza Motahari-Nezhad;Xuyun Zhang;Shan Xue 0001,,,ICWS,,2023,10.1109/ICWS60048.2023.00099,https://doi.org/10.1109/ICWS60048.2023.00099,DBLP,,
journals/npjdm/OnianiHPPPLW23,Adopting and expanding ethical principles for generative artificial intelligence from military to healthcare.,David Oniani;Jordan Hilsman;Yifan Peng 0002;Ronald K. Poropatich;Jeremy C. Pamplin;Gary L. Legault;Yanshan Wang,,,npj Digit. Medicine,,2023,10.1038/S41746-023-00965-X,https://doi.org/10.1038/s41746-023-00965-x,DBLP,,
conf/assets/GlazkoYDMPXM23,An Autoethnographic Case Study of Generative Artificial Intelligence&apos;s Utility for Accessibility.,Kate S. Glazko;Momona Yamagami;Aashaka Desai;Kelly Avery Mack;Venkatesh Potluri;Xuhai Xu;Jennifer Mankoff,,,ASSETS,,2023,10.1145/3597638.3614548,https://doi.org/10.1145/3597638.3614548,DBLP,,
conf/chi/ConstantinidesT24,Implications of Regulations on the Use of AI and Generative AI for Human-Centered Responsible Artificial Intelligence.,Marios Constantinides;Mohammad Tahaei;Daniele Quercia;Simone Stumpf;Michael Madaio;Sean Kennedy;Lauren Wilcox;Jessica Vitak;Henriette Cramer;Edyta Paulina Bogucka;Ricardo Baeza-Yates;Ewa Luger;Jess Holbrook;Michael J. Muller;Ilana Golbin Blumenfeld;Giada Pistilli,,,CHI Extended Abstracts,,2024,10.1145/3613905.3643979,https://doi.org/10.1145/3613905.3643979,DBLP,,
conf/chi/HuangLCZZ24,PlantoGraphy: Incorporating Iterative Design Process into Generative Artificial Intelligence for Landscape Rendering.,Rong Huang 0007;Haichuan Lin;Chuanzhang Chen;Kang Zhang 0001;Wei Zeng 0004,,,CHI,,2024,10.1145/3613904.3642824,https://doi.org/10.1145/3613904.3642824,DBLP,,
journals/corr/abs-2312-11567,Students&apos; Perceptions and Preferences of Generative Artificial Intelligence Feedback for Programming.,Zhengdong Zhang;Zihan Dong;Yang Shi 0004;Noboru Matsuda;Thomas W. Price;Dongkuan Xu,,,CoRR,,2023,10.48550/ARXIV.2312.11567,https://doi.org/10.48550/arXiv.2312.11567,DBLP,,
conf/chi/0064CLHZA24,User Experience Design Professionals&apos; Perceptions of Generative Artificial Intelligence.,Jie Li 0064;Hancheng Cao;Laura Lin;Youyang Hou;Ruihao Zhu;Abdallah El Ali,,,CHI,,2024,10.1145/3613904.3642114,https://doi.org/10.1145/3613904.3642114,DBLP,,
journals/te/ShailendraKS24,Framework for Adoption of Generative Artificial Intelligence (GenAI) in Education.,Samar Shailendra;Rajan Kadel;Aakanksha Sharma,,,IEEE Trans. Educ.,,2024,10.1109/TE.2024.3432101,https://doi.org/10.1109/TE.2024.3432101,DBLP,,
journals/tele/DortaGonzalezLDG24,"Generative artificial intelligence usage by researchers at work: Effects of gender, career stage, type of workplace, and perceived barriers.",Pablo Dorta-González;Alexis J. López-Puig;María-Isabel Dorta-González;Sara M. González-Betancor,,,Telematics Informatics,,2024,10.1016/J.TELE.2024.102187,https://doi.org/10.1016/j.tele.2024.102187,DBLP,,
https://openalex.org/W4402755921,"Student Perceptions of Generative Artificial Intelligence: Investigating Utilization, Benefits, and Challenges in Higher Education",Ahmad Almassaad;Hayat Alajlan;Reem Alebaikan,Abstract available,,Systems,,2024,10.3390/systems12100385,https://doi.org/10.3390/systems12100385,OPENALEX,,
https://openalex.org/W4392971193,An Empirical Evaluation of a Generative Artificial Intelligence Technology Adoption Model from Entrepreneurs’ Perspectives,Varun Gupta,Abstract available,,Systems,,2024,10.3390/systems12030103,https://www.mdpi.com/2079-8954/12/3/103/pdf?version=1710867327,OPENALEX,,
conf/iticse/SmithSCRZSIAHGF24,Early Adoption of Generative Artificial Intelligence in Computing Education: Emergent Student Use Cases and Perspectives in 2023.,C. Estelle Smith;Kylee Shiekh;Hayden Cooreman;Sharfi Rahman;Yifei Zhu 0003;Md Kamrul Siam;Michael I. Ivanitskiy;Ahmed M. Ahmed;Michael Hallinan;Alexander Grisak;Gabe Fierro,,,ITiCSE,,2024,10.1145/3649217.3653575,https://doi.org/10.1145/3649217.3653575,DBLP,,
conf/lak/YanMG24,Generative Artificial Intelligence in Learning Analytics: Contextualising Opportunities and Challenges through the Learning Analytics Cycle.,Lixiang Yan;Roberto Martínez Maldonado;Dragan Gasevic,,,LAK,,2024,10.1145/3636555.3636856,https://doi.org/10.1145/3636555.3636856,DBLP,,
conf/epiuai/MartinezWRHJS24,Towards Understanding the Interplay of Generative Artificial Intelligence and the Internet.,Gonzalo Martínez 0001;Lauren Watson;Pedro Reviriego;José Alberto Hernández 0001;Marc Juarez;Rik Sarkar,,,Epi UAI,,2024,10.1007/978-3-031-57963-9_5,https://doi.org/10.1007/978-3-031-57963-9_5,DBLP,,
journals/jocss/Ferrara24,GenAI against humanity: nefarious applications of generative artificial intelligence and large language models.,,,,J. Comput. Soc. Sci.,,2024,10.1007/S42001-024-00250-1,https://doi.org/10.1007/s42001-024-00250-1,DBLP,,
journals/eait/DuL24,Factors influencing students&apos; acceptance and use generative artificial intelligence in elementary education: an expansion of the UTAUT model.,Lei Du;Beibei Lv,,,Educ. Inf. Technol.,,2024,10.1007/S10639-024-12835-4,https://doi.org/10.1007/s10639-024-12835-4,DBLP,,
journals/ieeenl/ThorsagerLSP24,Generative Network Layer for Communication Systems With Artificial Intelligence.,Mathias Thorsager;Israel Leyva-Mayorga;Beatriz Soret;Petar Popovski,,,IEEE Netw. Lett.,,2024,10.1109/LNET.2024.3354114,https://doi.org/10.1109/LNET.2024.3354114,DBLP,,
https://openalex.org/W4398141811,"GPT, large language models (LLMs) and generative artificial intelligence (GAI) models in geospatial science: a systematic review",Siqin Wang;Tao Hu;Xiao Huang;Yun Li;Ce Zhang;Huan Ning;Rui Zhu;Zhenlong Li;Xinyue Ye,Abstract available,,International Journal of Digital Earth,,2024,10.1080/17538947.2024.2353122,https://www.tandfonline.com/doi/pdf/10.1080/17538947.2024.2353122?needAccess=true,OPENALEX,,
https://openalex.org/W4391256306,How should we change teaching and assessment in response to increasingly powerful generative Artificial Intelligence? Outcomes of the ChatGPT teacher survey,Matt Bower;Jodie Torrington;Jennifer W. M. Lai;Peter Petocz;Mark Alfano,Abstract available,,Education and Information Technologies,,2024,10.1007/s10639-023-12405-0,https://link.springer.com/content/pdf/10.1007/s10639-023-12405-0.pdf,OPENALEX,,
journals/air/SchmittF24,Digital deception: generative artificial intelligence in social engineering and phishing.,Marc Schmitt 0001;Ivan Flechais,,,Artif. Intell. Rev.,,2024,10.1007/S10462-024-10973-2,https://doi.org/10.1007/s10462-024-10973-2,DBLP,,
journals/caeai/KongYH24,Examining teachers&apos; behavioural intention of using generative artificial intelligence tools for teaching and learning based on the extended technology acceptance model.,Siu Cheung Kong;Yin Yang;Chunyu Hou,,,Comput. Educ. Artif. Intell.,,2024,10.1016/J.CAEAI.2024.100328,https://doi.org/10.1016/j.caeai.2024.100328,DBLP,,
conf/sac/SetalaHSK25,The Use of Generative Artificial Intelligence for Upper Secondary Mathematics Education Through the Lens of Technology Acceptance.,Mika Setälä;Ville Heilala;Pieta Sikström;Tommi Kärkkäinen,,,SAC,,2025,10.1145/3672608.3707817,https://doi.org/10.1145/3672608.3707817,DBLP,,
https://openalex.org/W2952773607,ESRGAN: Enhanced Super-Resolution Generative Adversarial Networks,Xintao Wang;Ke Yu;Shixiang Wu;Jinjin Gu;Yihao Liu;Chao Dong;Chen Change Loy;Yu Qiao;Xiaoou Tang,Abstract available,,arXiv (Cornell University),,2018,10.48550/arxiv.1809.00219,https://arxiv.org/abs/1809.00219,OPENALEX,,
conf/whiceb/2025-1,"E-Business. Generative Artificial Intelligence and Management Transformation - 24th Wuhan International Conference on E-business, WHICEB 2025, Guangzhou, China, June 6-8, 2025, Proceedings, Part I",Yiliu Paul Tu;Maomao Chi,,,,,2025,10.1007/978-3-031-94184-9,https://doi.org/10.1007/978-3-031-94184-9,DBLP,,
journals/nca/GongJLWTKLCW24,Generative artificial intelligence-enabled dynamic detection of rat nicotine-related circuits.,Changwei Gong;Changhong Jing;Xin-an Liu;Victoria X. Wang;Cheuk Ying Tang;Paul J. Kenny;Ye Li;Zuxin Chen;Shuqiang Wang,,,Neural Comput. Appl.,,2024,10.1007/S00521-023-09307-0,https://doi.org/10.1007/s00521-023-09307-0,DBLP,,
https://openalex.org/W4393026481,Mimicking clinical trials with synthetic acute myeloid leukemia patients using generative artificial intelligence,Jan?Niklas Eckardt;Waldemar Hahn;Christoph Röllig;Sebastian Stasik;Uwe Platzbecker;Carsten Müller?Tidow;Hubert Serve;Claudia D. Baldus;Christoph Schliemann;Kerstin Schäfer?Eckart;Maher Hanoun;Martin Kaufmann;Andreas Burchert;Christian Thiede;Johannes Schetelig;Martin Sedlmayr;Martin Bornhäuser;Markus Wolfien;Jan Moritz Middeke,Abstract available,,npj Digital Medicine,,2024,10.1038/s41746-024-01076-x,https://www.nature.com/articles/s41746-024-01076-x.pdf,OPENALEX,,
https://openalex.org/W2784790939,Generative Image Inpainting with Contextual Attention,Jiahui Yu;Zhe Lin;Shuicheng Yan;Xiaohui Shen;Xin Lu;Thomas S. Huang,Abstract available,,arXiv (Cornell University),,2018,10.48550/arxiv.1801.07892,https://arxiv.org/abs/1801.07892,OPENALEX,,
https://openalex.org/W2943495267,Biological structure and function emerge from scaling unsupervised learning to 250 million protein sequences,Alexander Rives;Joshua Meier;Tom Sercu;Siddharth Goyal;Zeming Lin;Jason Liu;Demi Guo;Myle Ott;C. Lawrence Zitnick;Jerry Ma;Rob Fergus,Abstract available,,bioRxiv (Cold Spring Harbor Laboratory),,2019,10.1101/622803,https://www.biorxiv.org/content/biorxiv/early/2019/05/29/622803.full.pdf,OPENALEX,,
https://openalex.org/W3096831136,Generative adversarial networks,Ian Goodfellow;Jean Pouget-Abadie;Mehdi Mirza;Bing Xu;David Warde-Farley;Sherjil Ozair;Aaron Courville;Yoshua Bengio,Abstract available,,Communications of the ACM,,2020,10.1145/3422622,https://dl.acm.org/doi/pdf/10.1145/3422622,OPENALEX,,
https://openalex.org/W2995327724,Analyzing and Improving the Image Quality of StyleGAN,Tero Karras;Samuli Laine;Miika Aittala;Janne Hellsten;Jaakko Lehtinen;Timo Aila,Abstract available,,arXiv (Cornell University),,2019,null,null,OPENALEX,,
conf/itsc/StappenDSVFS23,Integrating Generative Artificial Intelligence in Intelligent Vehicle Systems.,Lukas Stappen;Jeremy Dillmann;Serena Striegel;Hans-Jörg Vögel;Nicolas Flores-Herr;Björn W. Schuller,,,ITSC,,2023,10.1109/ITSC57777.2023.10422003,https://doi.org/10.1109/ITSC57777.2023.10422003,DBLP,,
conf/bica/DiPaolaGM18,Informing artificial intelligence generative techniques using cognitive theories of human creativity.,Steve DiPaola;Liane Gabora;Graeme McCaig,,,BICA,,2018,10.1016/J.PROCS.2018.11.024,https://doi.org/10.1016/j.procs.2018.11.024,DBLP,,
https://openalex.org/W4396781199,Can Generative AI improve social science?,Christopher A. Bail,Abstract available,,,,2024,10.1073/pnas.2314021121,https://doi.org/10.1073/pnas.2314021121,OPENALEX,,
conf/sac/HeilalaAH25,Beyond Text-to-Text: An Overview of Multimodal and Generative Artificial Intelligence for Education Using Topic Modeling.,Ville Heilala;Roberto Araya;Raija Hämäläinen,,,SAC,,2025,10.1145/3672608.3707764,https://doi.org/10.1145/3672608.3707764,DBLP,,
https://openalex.org/W4405036886,Scalable emulation of protein equilibrium ensembles with generative deep learning,Sarah Lewis;Tim Hempel;José Jiménez-Luna;Michael Gastegger;Yu Xie;Andrew Y. K. Foong;Victor García Satorras;Osama Abdin;Bastiaan S. Veeling;Iryna Zaporozhets;Yaoyi Chen;Soojung Yang;Arne Schneuing;Jigyasa Nigam;Federico Barbero;Vincent Stimper;Andrew M. Campbell;Jason Yim;Marten Lienen;Yu Shi;Shuxin Zheng;Hannes Schulz;Usman Munir;Cecilia Clementi;Frank Noé,Abstract available,,bioRxiv (Cold Spring Harbor Laboratory),,2024,10.1101/2024.12.05.626885,https://doi.org/10.1101/2024.12.05.626885,OPENALEX,,
https://openalex.org/W4297162533,GraphVAE: Towards Generation of Small Graphs Using Variational Autoencoders,Martin Simonovsky;Nikos Komodakis,Abstract available,,arXiv (Cornell University),,2018,10.48550/arxiv.1802.03480,https://arxiv.org/abs/1802.03480,OPENALEX,,
https://openalex.org/W4377227441,Engineering Education in the Era of ChatGPT: Promise and Pitfalls of Generative AI for Education,Junaid Qadir,Abstract available,,,,2023,10.1109/educon54358.2023.10125121,https://figshare.com/articles/preprint/Engineering_Education_in_the_Era_of_ChatGPT_Promise_and_Pitfalls_of_Generative_AI_for_Education/21789434/1/files/38676764.pdf,OPENALEX,,
https://openalex.org/W2963139417,Glow: Generative Flow with Invertible 1x1 Convolutions,Diederik P. Kingma;Prafulla Dhariwal,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
journals/vtm/ChenCFLYHZHD25,Generative artificial intelligence-oriented synthetic network: Toward Integrated Fine-Tuning and Inference When Generative Artificial Intelligence Meets Edge Intelligence in the Intelligent Internet of Vehicles.,Ning Chen 0011;Zhipeng Cheng;Xuwei Fan;Zhang Liu;Jie Yang 0072;Bangzhen Huang;Yifeng Zhao;Lianfen Huang;Xiaojiang Du,,,IEEE Veh. Technol. Mag.,,2025,10.1109/MVT.2025.3534410,https://doi.org/10.1109/MVT.2025.3534410,DBLP,,
journals/software/BullK24,"Generative Artificial Intelligence Assistants in Software Development Education: A Vision for Integrating Generative Artificial Intelligence Into Educational Practice, Not Instinctively Defending Against It.",Christopher Bull 0001;Ahmed Kharrufa,,,IEEE Softw.,,2024,10.1109/MS.2023.3300574,https://doi.org/10.1109/MS.2023.3300574,DBLP,,
journals/cbsn/CarrubaCSST25,A Grade for Artificial Intelligence: A Study on School Teachers&apos; Ability to Identify Assignments Written by Generative Artificial Intelligence.,Maria Concetta Carruba;Alba Caiazzo;Chiara Scuotto;Lucrezia Savioni;Stefano Triberti,,,Cyberpsychology Behav. Soc. Netw.,,2025,10.1089/CYBER.2024.0524,https://doi.org/10.1089/cyber.2024.0524,DBLP,,
journals/sle/ArarOPT25,"Artificial intelligence, generative artificial intelligence and research integrity: a hybrid systemic review.",Khalid Arar;Hamit Özen;Gülsah Polat;Selahattin Turan,,,Smart Learn. Environ.,,2025,10.1186/S40561-025-00403-3,https://doi.org/10.1186/s40561-025-00403-3,DBLP,,
journals/corr/abs-2311-03595,Brief for the Canada House of Commons Study on the Implications of Artificial Intelligence Technologies for the Canadian Labor Force: Generative Artificial Intelligence Shatters Models of AI and Labor.,,,,CoRR,,2023,10.48550/ARXIV.2311.03595,https://doi.org/10.48550/arXiv.2311.03595,DBLP,,
journals/jcal/TangDHWZ25,Can Generative Artificial Intelligence be a Good Teaching Assistant? - An Empirical Analysis Based on Generative AI-Assisted Teaching.,Qianwen Tang;Wenbo Deng;Yidan Huang;Shuaijie Wang;Hao Zhang,,,J. Comput. Assist. Learn.,,2025,10.1111/JCAL.70027,https://doi.org/10.1111/jcal.70027,DBLP,,
journals/corr/abs-2501-19176,Augmented Intelligence for Multimodal Virtual Biopsy in Breast Cancer Using Generative Artificial Intelligence.,Aurora Rofena;Claudia Lucia Piccolo;Bruno Beomonte Zobel;Paolo Soda;Valerio Guarrasi,,,CoRR,,2025,10.48550/ARXIV.2501.19176,https://doi.org/10.48550/arXiv.2501.19176,DBLP,,
books/sp/24/Akhras24,Addressing Academic Uncertainty: Traditional Learning in the Middle East Versus Generative Artificial Intelligence in the Far East.,,,,General Aspects of Applying Generative AI in Higher Education,,2024,10.1007/978-3-031-65691-0_15,https://doi.org/10.1007/978-3-031-65691-0_15,DBLP,,
books/sp/24/Joubin24,Enhancing the Trustworthiness of Generative Artificial Intelligence in Responsive Pedagogy in the Context of Humanities Higher Education.,,,,General Aspects of Applying Generative AI in Higher Education,,2024,10.1007/978-3-031-65691-0_11,https://doi.org/10.1007/978-3-031-65691-0_11,DBLP,,
journals/corr/abs-2412-19088,Integrating Artificial Open Generative Artificial Intelligence into Software Supply Chain Security.,Vasileios Alevizos;George A. Papakostas;Akebu Simasiku;Dimitra Malliarou;Antonis Messinis;Sabrina Edralin;Clark Xu;Zongliang Yue,,,CoRR,,2024,10.48550/ARXIV.2412.19088,https://doi.org/10.48550/arXiv.2412.19088,DBLP,,
journals/vtm/XuNZKXMH23,Sparks of Generative Pretrained Transformers in Edge Intelligence for the Metaverse: Caching and Inference for Mobile Artificial Intelligence-Generated Content Services.,Minrui Xu;Dusit Niyato;Hongliang Zhang 0001;Jiawen Kang 0001;Zehui Xiong;Shiwen Mao;Zhu Han 0001,,,IEEE Veh. Technol. Mag.,,2023,10.1109/MVT.2023.3323757,https://doi.org/10.1109/MVT.2023.3323757,DBLP,,
journals/corr/abs-2303-12003,Artificial muses: Generative Artificial Intelligence Chatbots Have Risen to Human-Level Creativity.,Jennifer Haase;Paul H. P. Hanel,,,CoRR,,2023,10.48550/ARXIV.2303.12003,https://doi.org/10.48550/arXiv.2303.12003,DBLP,,
journals/corr/abs-2308-02561,Large-scale Generative Simulation Artificial Intelligence: the Next Hotspot in Generative AI.,Qi Wang 0005;Yanghe Feng;Jincai Huang 0001;Yiqin Lv;Zheng Xie;Xiaoshan Gao,,,CoRR,,2023,10.48550/ARXIV.2308.02561,https://doi.org/10.48550/arXiv.2308.02561,DBLP,,
journals/corr/abs-2309-11456,Generative Agent-Based Modeling: Unveiling Social System Dynamics through Coupling Mechanistic Models with Generative Artificial Intelligence.,Navid Ghaffarzadegan;Aritra Majumdar;Ross Williams;Niyousha Hosseinichimeh,,,CoRR,,2023,10.48550/ARXIV.2309.11456,https://doi.org/10.48550/arXiv.2309.11456,DBLP,,
journals/candc/HaqueS26,Generative artificial intelligence and large language models in smart healthcare applications: Current status and future perspectives.,Md. Asraful Haque;Hifzur R. Siddique,,,Comput. Biol. Chem.,,2026,10.1016/J.COMPBIOLCHEM.2025.108611,https://doi.org/10.1016/j.compbiolchem.2025.108611,DBLP,,
journals/access/AnkalakiAPHJN25,Cyber Attack Prediction: From Traditional Machine Learning to Generative Artificial Intelligence.,Shilpa Ankalaki;Aparna Rajesh Atmakuri;M. Pallavi;Geetabai S. Hukkeri;Tony Jan;Ganesh R. Naik,,,IEEE Access,,2025,10.1109/ACCESS.2025.3547433,https://doi.org/10.1109/ACCESS.2025.3547433,DBLP,,
journals/access/CubillosMCU25,"Generative Artificial Intelligence in Computer Programming: Does It Enhance Learning, Motivation, and the Learning Environment?",Claudio Cubillos;Rafael Mellado 0001;Daniel Cabrera-Paniagua;Enrique Urra,,,IEEE Access,,2025,10.1109/ACCESS.2025.3532883,https://doi.org/10.1109/ACCESS.2025.3532883,DBLP,,
journals/access/EglynasLRJV25,Exploring Generative Adversarial Networks: Comparative Analysis of Facial Image Synthesis and the Extension of Creative Capacities in Artificial Intelligence.,Tomas Eglynas;Dovydas Lizdenis;Aistis Raudys;Sergej Jakovlev;Miroslav Voznák,,,IEEE Access,,2025,10.1109/ACCESS.2025.3531726,https://doi.org/10.1109/ACCESS.2025.3531726,DBLP,,
journals/access/FengLMY25,From ChatGPT to Sora: Analyzing Public Opinions and Attitudes on Generative Artificial Intelligence in Social Media.,Wenyan Feng;Yuhang Li;Chunhao Ma;Lisai Yu,,,IEEE Access,,2025,10.1109/ACCESS.2025.3530683,https://doi.org/10.1109/ACCESS.2025.3530683,DBLP,,
journals/aei/DuanTGGB25,The transformative roles of generative artificial intelligence in vision techniques for structural health monitoring: A state-of-the-art review.,Shundi Duan;Xiao Tan;Pengwei Guo;Yurong Guo;Yi Bao,,,Adv. Eng. Informatics,,2025,10.1016/J.AEI.2025.103719,https://doi.org/10.1016/j.aei.2025.103719,DBLP,,
journals/aiedu/HenadirageG25,Barriers to and Opportunities for the Adoption of Generative Artificial Intelligence in Higher Education in the Global South: Insights from Sri Lanka.,Amali Henadirage;Nuwan Gunarathne,,,Int. J. Artif. Intell. Educ.,,2025,10.1007/S40593-024-00439-5,https://doi.org/10.1007/s40593-024-00439-5,DBLP,,
journals/aiethics/Martela25,Artificial intelligence and free will: generative agents utilizing large language models have functional free will.,,,,AI Ethics,,2025,10.1007/S43681-025-00740-6,https://doi.org/10.1007/s43681-025-00740-6,DBLP,,
journals/aim/XuX25,Tiered copyrightability for generative artificial intelligence: An empirical analysis of China and the United States judicial practices.,Zichun Xu;Zhilang Xu,,,AI Mag.,,2025,10.1002/AAAI.70018,https://doi.org/10.1002/aaai.70018,DBLP,,
journals/ais/Cantens25,How will the state think with ChatGPT? The challenges of generative artificial intelligence for public administrations.,,,,AI Soc.,,2025,10.1007/S00146-023-01840-9,https://doi.org/10.1007/s00146-023-01840-9,DBLP,,
journals/ais/LockeH25,Gender bias in visual generative artificial intelligence systems and the socialization of AI.,Larry G. Locke;Grace Hodgdon,,,AI Soc.,,2025,10.1007/S00146-024-02129-1,https://doi.org/10.1007/s00146-024-02129-1,DBLP,,
journals/ais/Redaelli25,Intentionality gap and preter-intentionality in generative artificial intelligence.,,,,AI Soc.,,2025,10.1007/S00146-024-02007-W,https://doi.org/10.1007/s00146-024-02007-w,DBLP,,
